Date,Time,Game ID,Custom Game ID,Partner,Sport,Level,Home Team,Away Team,Site,Subsite,BillTo
9/26/21,15:00,,5208053,GotSport,Soccer,U-10,TARKILL 2012 BARCELONA,SOUTH HARRISON SC GUNNERS 2012,TARKILL-STERLING HS,S1,
9/26/21,15:00,,5208055,GotSport,Soccer,U-10,HADDON TWP GREY HAWKS 2012,BARRINGTON SC REVOLUTION 2012,HADDON TWP - CRYSTAL LAKE,S7,
9/26/21,15:00,,5208021,GotSport,Soccer,U-15,BURLINGTON TWP SC STORM 2007,COLLINGSWOOD TRAVEL VOLTAGE  2007,BURLINGTON TWP - PINEWALD AVE,F1,
9/26/21,15:00,,5223160,GotSport,Soccer,U-14,VOORHEES SA AVATARS 2008,SWEEDESBORO-WOOLWICH SCORPIONS 2008,VOORHEES-EASTERN HS,F1,
9/26/21,15:00,,5208669,GotSport,Soccer,U-8,MAINLAND UNITED SA MUSTANGS 2014,Logan Soccer Club  Logan Charge 2014,MAINLAND - MEMORIAL PARK,S7,
9/26/21,15:00,,5226462,GotSport,Soccer,U-9,EGSA DYNAMO 2013,SWEDESBORO-WOOLWICH SA SWSA ROVERS 2013,E GREENWICH - THOMPSON FAMILY PARK,S7,
9/26/21,15:00,,5208465,GotSport,Soccer,U-9,GATEWAY UNITED SHARKS 2013,TBAA REVOLUTION 2013,GATEWAY UTD. - WOODBURY HGTS-HELEN AVE,F1,
9/26/21,3:00:00 PM,,5208379,GotSport,Soccer,U-11,PALMYRA RIVERTON SC WARRIORS (BLACK) 2011,RANCOCAS VALLEY SC RED DEVILS 2011,,,
9/26/21,15:00,,5228134,GotSport,Soccer,U-9,CHERRY HILL FC JUNIORS BLACK 2013,TARKILL KNIGHTS 2013,CHFC - DeCOU,S7 - Grass 7v7/D6,
9/26/21,15:00,,5208336,GotSport,Soccer,U-12,CINNAMINSON SC KNIGHTS 2010,MEDFORD STRIKERS SOUL 2010,CINNAMINSON SC - MEMORIAL,S9,
9/26/21,15:00,,5208300,GotSport,Soccer,U-9,VINELAND (VSA) 2013 BLAST,HARRISON WILDCATS 2013,VINELAND SA,S7,
9/26/21,15:00,,5228136,GotSport,Soccer,U-9,EGG HARBOR SC EAGLES BLACK 2013,WASHINGTON TOWNSHIP SC DAREDEVILS 2013,EGG HARBOR - BARGAINTOWN,S7,
9/26/21,15:00,,5207840,GotSport,Soccer,U-9,PENNSAUKEN YOUTH REBELS,PITMAN SA TIGERS 2013,Pennsauken Community Recreation Facility,S7,
9/26/21,15:00,,5207841,GotSport,Soccer,U-9,MAINLAND UNITED SA STANGS 2013,MANTUA TOWNSHIP SA WOLVES 2013,MAINLAND - MEMORIAL PARK,S9,
