Date,Time,Custom Game ID,Level,Home Team,Away Team,Site,Subsite,Partner,Sport,Game ID,BillTo
10/03/2021,12:00 PM,5208614,U-11,TBAA DYNAMO 2011,CHERRY HILL FC JUNIORS BLACK 2011,TBAA-VALLEY BROOK,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5208446,U-14,SWEDESBORO-WOOLWICH KINGS 2008,MEDFORD STRIKERS THUNDER 2008,SW-Locke Avenue Park,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5225803,U-10,SWEDESBORO-WOOLWICH SA SHARKS 2012,HADDON TWP RED HAWKS 2012,SW-Locke Avenue Park,S1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207621,U-12,HADDON HEIGHTS SC HOOLIGANS 2010,VINELAND SA OUTLAWS 2010,HADD HGTS - DEVON,FS,GotSport,Soccer,,
10/03/2021,12:00 PM,5207961,U-13,FRANKLIN TWP FORCE 2009,DEPTFORD AVENGERS 2009,FRANKLIN TWP YOUTH COMPLEX,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207821,U-12,MAINLAND UNITED SA SHARKS 2010,UPPER TOWNSHIP SA RIPTIDE 2010,MAINLAND - MEMORIAL PARK,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5207960,U-13,MANTUA TOWNSHIP SA STRIKERS 2009,VOORHEES SA WOLF PACK 2009,MANTUA TWP,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5209003,U-9,MAINLAND UNITED SA MUSTANGS 2013,HARRISON SC LIGHTNING 2013,MAINLAND - MEMORIAL PARK,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5225804,U-10,WASHINGTON TOWNSHIP SC PREDATORS 2012,HAMMONTON YOUTH HEAT 2012,WASHINGTON TWP- H.S.,S7.2,GotSport,Soccer,,
10/03/2021,12:00 PM,5207763,U-13,MOUNT LAUREL UNITED STRIKERS 2009,HARRISON SC HAWKS 2009,MLU-TROTTERS,,GotSport,Soccer,,
10/03/2021,12:00 PM,5223845,U-13,COHANSEY SC STORM 2009,CHERRY HILL FC DRAGONS 2009,COHANSEY,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207989,U-14,DELRAN LIONS 2008,CAPE EXPRESS SC BREAKERS 2008,DELRAN - VERMES,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207987,U-14,VINELAND SA VIKINGS 2008,PENNSAUKEN YOUTH FURY 2008,VINELAND SA,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207661,U-8,SENECA UNITED SC THUNDER 2014,PITMAN SA BENGALS 2014,SENECA - STONEY CREEK FIELDS,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208720,U-15,PITTSGROVE SC JUVENTUS 2007,HARRISON SC AVENGERS 2007,PITTSGROVE-GREEN BRANCH,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5223960,U-10,COHANSEY SC REBELS 2012,CAPE EXPRESS SC WHITE CAPS 2012,COHANSEY,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208322,U-12,CHERRY HILL SC RAGE 2010,CINNAMINSON SC KNIGHTS 2010,CHSC - UPPER CHAPEL TURF,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5208973,U-9,EGG HARBOR SC EAGLES WHITE 2013,RANCOCAS VALLEY SC MESSI 2013,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208974,U-9,CHERRY HILL SC MAVERICKS 2013,AUDUBON SOCCER YOUTH WILD WINGS 2013,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208853,U-10,COLLINGSWOOD TRAVEL KNIGHTS 2012,CFC SOUTH - REAL MADRID 2012B,COLLINGSWOOD - KROC CENTER,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208852,U-10,DELRAN FC FLASH 2012,HAMILTON ELITE FC PREMIER 2012B,DELRAN - VERMES,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208851,U-10,MOUNT LAUREL UNITED IMPACT 2012,HADDONFIELD SC FIRE 2012,MLU-TROTTERS,S7.2,GotSport,Soccer,,
10/03/2021,12:30 PM,5209049,U-11,HAMMONTON YOUTH HEAT 2011,GATEWAY UNITED WILDCATS 2011,HAMMONTON ECEC Fields,S9,GotSport,Soccer,,
10/03/2021,12:30 PM,5223062,U-13,BURLINGTON TWP SC KICKERS 2009,HAMMONTON YOUTH HEAT 2009,BURLINGTON TWP - PINEWALD AVE,F1,GotSport,Soccer,,
10/03/2021,12:30 PM,5208184,U-11,CINNAMINSON SC STORM 2011,MONROE TOWNSHIP YS UNITED 2011 WHITE,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
10/03/2021,12:30 PM,5220572,U-12,FRANKLIN TWP SA JUVENTUS 2010,TAR-KILL TITANS 2010,FRANKLIN TWP YOUTH COMPLEX,S9,GotSport,Soccer,,
10/03/2021,12:30 PM,5225970,U-10,MEDFORD SC DESTROYERS 2012,WEST DEPTFORD SC UNION 2012,MEDFORD - BENDE PARK,S7,GotSport,Soccer,,
10/03/2021,12:30 PM,5208141,U-10,HADDON TWP WHITE HAWKS 2012,SENECA UNITED SC DESTROYERS 2012,HADDON TWP - CRYSTAL LAKE,S7,GotSport,Soccer,,
10/03/2021,12:30 PM,5209060,U-11,COLLINGSWOOD TRAVEL WILD 2011,WEST DEPTFORD SC WOLFPACK 2011,COLLINGSWOOD SC- CAMDEN PREP,COLLINGSWOOD SC- CAMDEN PREP COPEWOOD EL,GotSport,Soccer,,
10/03/2021,01:00 PM,5208721,U-15,PENNSAUKEN YOUTH LIGHTNING 2007,WEST DEPTFORD SC PREDATORS 2007,Pennsauken Community Recreation Facility,F1,GotSport,Soccer,,
10/03/2021,01:00 PM,5208074,U-13,EGSA THUNDER 2009,HADDONFIELD SC RED 2009,E GREENWICH - THOMPSON FAMILY PARK,F2,GotSport,Soccer,,
10/03/2021,01:00 PM,5208628,U-16,PENNS GROVE SC STORM 2006,MARLTON SC CHIEFS ORANGE 2006 (PERKINS),PG-CP-PED- Carney's Point Rec Center,F1,GotSport,Soccer,,
10/03/2021,01:00 PM,5222924,U-14,MEDFORD SC WHITE 2008,PENNSAUKEN YOUTH WOLF PACK 2008,MEDFORD - BENDE PARK,F1,GotSport,Soccer,,
10/03/2021,01:00 PM,5209220,U-16,WASHINGTON TWP SC CRUSADERS 2006,EGG HARBOR SC EAGLES 2006,WASHINGTON TWP-WASH LAKE PARK,F3,GotSport,Soccer,,
10/03/2021,01:00 PM,5223063,U-13,MARLTON SC CHIEFS ORANGE 2009,SENECA UNITED SC EAGLES 2009,MARLTON - MEMORIAL,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5226464,U-9,EGSA DYNAMO 2013,CAPE EXPRESS SC AVENGERS 2013,E GREENWICH - THOMPSON FAMILY PARK,S7.2,GotSport,Soccer,,
10/03/2021,01:30 PM,5208732,U-9,WASHINGTON TWP SC COYOTES 2013,AUDUBON SOCCER YOUTH ARSENAL 2010,WASHINGTON TWP- H.S.,S7.2,GotSport,Soccer,,
10/03/2021,01:30 PM,5223397,U-14,HARRISON SC STRIKERS 2008,MOORESTOWN SC IMPACT 2008,HARRISON - William Wilt Soccer Complex,F2,GotSport,Soccer,,
10/03/2021,01:30 PM,5208808,U-8,RANCOCAS VALLEY SC 2014 BOYS NEW,HADDON HEIGHTS SC 2014 MIGHTY TITANS,Rancocas Valley-LUMBERTON MUNICIPAL,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208277,U-9,COHANSEY SC REVOLUTION 2013,HADDONFIELD SC QUAKES 2013,COHANSEY,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5226466,U-9,SWEDESBORO-WOOLWICH SA SWSA ROVERS 2013,MARLTON SC CHIEFS ORANGE 2013,SW-Locke Avenue Park,S1,GotSport,Soccer,,
10/03/2021,01:30 PM,5208116,U-8,MOUNT LAUREL UNITED COBRAS 2014,SWSA THUNDER 2014,MLU-TROTTERS,S7.2,GotSport,Soccer,,
10/03/2021,01:30 PM,5220573,U-12,PENNSAUKEN YOUTH HURRICANES 2010,HADDONFIELD SC WHITE 2010,Pennsauken Community Recreation Facility,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5208017,U-15,COLLINGSWOOD TRAVEL VOLTAGE  2007,MOUNT LAUREL UNITED PHANTOMS 2007,COLLINGSWOOD - KROC CENTER,FS,GotSport,Soccer,,
10/03/2021,01:30 PM,5209146,U-13,WOODSTOWN ANGRY PIGS 2009,PENNSAUKEN YOUTH STORM 2009,WOODSTOWN,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5222925,U-14,PITMAN SA OCELOTS 2008,MOUNT LAUREL UNITED GUNNERS 2008,PITMAN - ALCYON LAKE,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5208665,U-8,Logan Soccer Club  Logan Charge 2014,Logan Soccer Club  Logan Lightning 2014,LOGAN - TWP LINE,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208831,U-8,DELRAN FC U8B,CHERRY HILL SC FORCE 2014,DELRAN - VERMES,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5228140,U-9,CHERRY HILL FC JUNIORS BLACK 2013,EGG HARBOR SC EAGLES BLACK 2013,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
10/03/2021,01:30 PM,5208489,U-10,MOORESTOWN SC LIGHTNING 2012,MONROE TOWNSHIP YS UNITED 2012,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208368,U-11,EGSA FURY 2011,RANCOCAS VALLEY SC RED DEVILS 2011,E GREENWICH - THOMPSON FAMILY PARK,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5349226,U-16,BORDENTOWN FC UNITED 2006,GATEWAY UNITED WARRIORS 2006,BORDENTOWN - FRIENDSHIP FIELDS,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5223436,U-14,WASHINGTON TWP SC MINUTEMEN 2008,PENNS GROVE SC DIABLOS 2008,WASHINGTON TWP-WASH LAKE PARK,F2,GotSport,Soccer,,
10/03/2021,01:30 PM,5223161,U-14,Logan Soccer Club  Logan Dragons 2008,BERLIN SAVAGES 2008,LOGAN - TWP LINE,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5208142,U-10,HADDONFIELD SC WHITE 2012,EGSA RANGERS 2012,HADDONFIELD - CROWS WOODS,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5224695,U-12,WEST DEPTFORD SC HORNETS 2010,MEDFORD SC MAD DOGS WHITE 2010,W DEPTFORD-WD PARK,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5208039,U-10,SOUTH HARRISON SC GUNNERS 2012,HADDON TWP GREY HAWKS 2012,SOUTH HARRISON - STEWART,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208016,U-15,TBAA MUSTANGS 2007,DEPTFORD RAGE 2007,TBAA-VALLEY BROOK,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5223961,U-10,DEPTFORD THUNDER 2012,WINSLOW TOWNSHIP YSA DYNAMO 2012,DEPTFORD SC,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208664,U-8,MAINLAND UNITED SA MUSTANGS 2014,UPPER TOWNSHIP SA HURRICANES 2014,MAINLAND - MEMORIAL PARK,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5223163,U-14,WINSLOW TOWNSHIP YSA CYCLONES 2008,SWEEDESBORO-WOOLWICH SCORPIONS 2008,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5208242,U-11,HADDON HEIGHTS SC SPURS 2011,HARRISON SC ARSENAL 2011,HADD HGTS - DEVON,FS,GotSport,Soccer,,
10/03/2021,01:30 PM,5209185,U-8,HADDONFIELD SC FIRE 2014,TBAA OUTLAWS 2014,HADDONFIELD - CROWS WOODS,S7.2,GotSport,Soccer,,
10/03/2021,01:30 PM,5208972,U-9,WASHINGTON TOWNSHIP SC GUNNERS 2013,PITTSGROVE DRAGONS 2013,WASHINGTON TWP- H.S.,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5207820,U-12,VINELAND SA REBELS 2010,TBAA DYNAMO 2010,VINELAND SA,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5207873,U-10,CHERRY HILL SC BLUE ARMY 2012,EGG HARBOR SC EAGLES WHITE 2012,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5207749,U-8,WEST DEPTFORD SC EAGLES 2014,DEPTFORD PREMIER GRAY 2014,W DEPTFORD-WD PARK,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5207750,U-8,MONROE TWP UNITED 2014,PITTSGROVE SC PHANTOMS 2014,MONROE TWP - CORKERY LANE,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208274,U-9,VINELAND (VSA) 2013 BLAST,SENECA UNITED SC TIGERS 2013,VINELAND SA,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5224071,U-13,MANTUA TOWNSHIP SA COBRAS 2009,WINSLOW TOWNSHIP YSA VIPERS 2009,MANTUA TWP,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5208734,U-9,COLLINGSWOOD COBRAS 2013,SWSA CYCLONES 2013,COLLINGSWOOD - KROC CENTER,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5207706,U-10,TBAA JAGUARS 2012,MARLTON CHIEFS ORANGE 2012,TBAA-VALLEY BROOK,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5225309,U-11,SWEDESBORO-WOOLWICH SA BLACK MAMBAS 2011,PITTSGROVE SC WOLVES 2011,SW-Locke Avenue Park,FS,GotSport,Soccer,,
10/03/2021,01:30 PM,5209047,U-11,WOODSTOWN FURY 2011,WASHINGTON TWP SC REGULATORS 2011,WOODSTOWN,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5208037,U-10,VOORHEES SA FORCE 2012,SENECA UNITED SC PRIDE 2012,VOORHEES-Echelon Complex,,GotSport,Soccer,,
10/03/2021,01:30 PM,5209048,U-11,PITMAN SA PUMAS 2011,WOODBURY ARMORY 2011,PITMAN - ALCYON LAKE,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5208320,U-12,HADDONFIELD SC RED 2010,EGG HARBOR SC EAGLES 2010,HADDONFIELD - CROWS WOODS,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5207947,U-15,FRANKLIN TWP SAVAGES 2007,MONROE TOWNSHIP YS UNITED 2007 WHITE,FRANKLIN TWP YOUTH COMPLEX,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5225373,U-11,DELRAN FC BLAST 2011,TAR-KILL RAPTORS 2011,DELRAN - VERMES,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5225372,U-11,CHERRY HILL FC JUNIORS RED 2011,CAPE EXPRESS SC SURGE 2011,CHFC - DeCOU,S9- Grass 9v9/D5,GotSport,Soccer,,
10/03/2021,01:30 PM,5225307,U-11,CHERRY HILL SC STORM 2011,HADDONFIELD SC RED 2011,CHSC - UPPER CHAPEL TURF,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5208765,U-12,COHANSEY SC CRUSH 2010,HAMILTON ELITE FC PREMIER 2010B,COHANSEY,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5207570,U-11,MANTUA TOWNSHIP SA UNION 2011,MOUNT LAUREL UNITED FLASH 2011,MANTUA TWP,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5209197,U-8,EGG HARBOR SC EAGLES 2014,HARRISON STORM 2014,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5224146,U-12,WASHINGTON TOWNSHIP SC RENEGADES 2010,MOORESTOWN SC GOLDEN KNIGHTS 2010,WASHINGTON TWP-WASH LAKE PARK,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5224144,U-12,HADDON TWP RED HAWKS 2010,EGSA BLAZE 2010,HADDON TWP - W COLLINGSWOOD HEIGHTS,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5226465,U-9,HIGHLAND YOUTH RUSH 2013,MOUNT LAUREL UNITED COMETS 2013,HIGHLAND - GLOUCESTER TWP PARK,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208038,U-10,TARKILL 2012 BARCELONA,OAKLYN SC PATRIOTS 2012,TARKILL-STERLING HS,S1,GotSport,Soccer,,
10/03/2021,01:30 PM,5207790,U-13,RANCOCAS VALLEY SC REBELS 2009,PENNSVILLE DRAGONS 2009,Rancocas Vallley-HAINESPORT MUNICIPAL PARK,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5223435,U-14,HADDONFIELD SC BLACK 2008,WEST DEPTFORD SC CHARGERS 2008,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5208296,U-9,HARRISON WILDCATS 2013,WEST DEPTFORD SC WIZARDS 2013,HARRISON - William Wilt Soccer Complex,S7,GotSport,Soccer,,
10/03/2021,01:30 PM,5208355,U-13,MOORESTOWN SC HOTSPURS 2009,EGG HARBOR SC EAGLES 2009,MOORESTOWN - MEMORIAL FIELDS,F1,GotSport,Soccer,,
10/03/2021,01:30 PM,5207544,U-9,MARLTON SC CHIEFS BLACK 2013 (PLUM),MOUNT LAUREL UNITED TIGERS 2013,MARLTON - MEMORIAL,S9,GotSport,Soccer,,
10/03/2021,01:30 PM,5207691,U-11,EGG HARBOR SC EAGLES BLACK 2011,BORDENTOWN FC RENEGADES 2011,EGG HARBOR - BARGAINTOWN,S9,GotSport,Soccer,,
10/03/2021,01:45 PM,5208075,U-13,DEPTFORD REBELS 2009,MONROE TOWNSHIP YS UNITED 2009,DEPTFORD SC,F1,GotSport,Soccer,,
10/03/2021,01:45 PM,5208581,U-11,CLAYTON SA CLIPPERS 2011,GCU U11 2011,CLAYTON - BENTZ,,GotSport,Soccer,,
10/03/2021,01:45 PM,5220600,U-12,MAINLAND UNITED BOYS UNITED 2010,MILLVILLE SA TWISTERS 2010,MAINLAND - MEMORIAL PARK,S7,GotSport,Soccer,,
10/03/2021,01:45 PM,5209124,U-13,MAPLE SHADE SC BLUE FLAMES 2009,PENNS GROVE SC HEAT 2009,MAPLE SHADE - TURF FIELD,F1,GotSport,Soccer,,
10/03/2021,01:45 PM,5208704,U-15,CINNAMINSON SC PREDATORS 2007,EGG HARBOR SC EAGLES 2007,CINNAMINSON SC - MEMORIAL,F1,GotSport,Soccer,,
10/03/2021,01:45 PM,5208650,U-16,HIGHLAND YOUTH THRASHERS 2006,WINSLOW TOWNSHIP YSA WOLVES 2006,HIGHLAND - GLOUCESTER TWP PARK,F1,GotSport,Soccer,,
10/03/2021,02:00 PM,5226579,U-9,HAMMONTON HEAT SILVER 2013,HADDON HEIGHTS SC 2013 YOUNG BOYS,HAMMONTON ECEC Fields,ECEC-S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5207660,U-8,GCU U8 2014,PENNSAUKEN YOUTH AVENGERS 2014,GCU - NEHAUNSEY MS,S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5209155,U-12,PALMYRA RIVERTON SC REVOLUTION 2010,EDGEWATER PARK ATHLETIC WIZARDS 2010,PAL RIV - CHARLES ST SCHOOL,S9,GotSport,Soccer,,
10/03/2021,02:00 PM,5208780,U-12,HARRISON SC STORM 2010,PENNSVILLE EAGLES 2010,HARRISON - William Wilt Soccer Complex,S9,GotSport,Soccer,,
10/03/2021,02:00 PM,5208950,U-9,HADDON TWP RED HAWKS 2013,Logan Soccer Club  Logan Flash 2013,HADDON TWP - CRYSTAL LAKE,S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5208018,U-15,CHERRY HILL SC GALAXY 2007,BURLINGTON TWP SC STORM 2007,CHSC - CH WEST HS,F1,GotSport,Soccer,,
10/03/2021,02:00 PM,5209112,U-9,BORDENTOWN FC VENOM 2013,HADDON TWP WHITE HAWKS 2013,BORDENTOWN - FRIENDSHIP FIELDS,S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5222030,U-10,AUDUBON SOCCER YOUTH TBD 2013,PITMAN SA JAGUARS 2012,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
10/03/2021,02:00 PM,5208121,U-10,NORTHERN BURLINGTON SA RANGERS 2012,WATERFORD ATHLETIC ASSN WINGS 2012,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5228141,U-9,EGSA RAIDERS 2013,WASHINGTON TOWNSHIP SC DAREDEVILS 2013,E GREENWICH - THOMPSON FAMILY PARK,S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5207620,U-12,VOORHEES SA WARRIORS 2010,RANCOCAS VALLEY SC RED DEVILS 2010,VOORHEES-Echelon Complex,,GotSport,Soccer,,
10/03/2021,02:00 PM,5207608,U-12,FRANKLIN TWP STORM 2010,RANCOCAS VALLEY SC UNION 2010,FRANKLIN TWP YOUTH COMPLEX,S9,GotSport,Soccer,,
10/03/2021,02:00 PM,5225802,U-10,HADDON HEIGHTS SC THUNDER 2012,CHERRY HILL SC ROYALS 2012,HADD HGTS - DEVON,S1,GotSport,Soccer,,
10/03/2021,02:00 PM,5208546,U-10,MEDFORD SC NAVY 2012,HADDONFIELD SC RED 2012,MEDFORD - BENDE PARK,S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5209111,U-9,PITTSGROVE SC RED DEVILS 2013,WOODBURY PINES 2013,PITTSGROVE-GREEN BRANCH,S7,GotSport,Soccer,,
10/03/2021,02:00 PM,5207622,U-12,COLLINGSWOOD TRAVEL GALAXY 2010,BURLINGTON TWP SC CELTIC 2010,COLLINGSWOOD SC- CAMDEN PREP,COLLINGSWOOD SC- CAMDEN PREP COPEWOOD EL,GotSport,Soccer,,
10/03/2021,02:00 PM,5208373,U-11,CINNAMINSON SC VIPERS 2011,VOORHEES SA ATTACK 2011,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
10/03/2021,02:00 PM,5207610,U-12,BURLINGTON TWP RUGRATS 2010,MILLVILLE VENOM 2010,BURLINGTON TWP - PINEWALD AVE,S9,GotSport,Soccer,,
10/03/2021,02:30 PM,5223846,U-13,EGSA COMETS 2009,SWEDESBORO WOOLWICH FORCE 2009,E GREENWICH - THOMPSON FAMILY PARK,F2,GotSport,Soccer,,
10/03/2021,02:30 PM,5223162,U-14,MARLTON SC CHIEFS WHITE 2008,VOORHEES SA AVATARS 2008,MARLTON - MEMORIAL,F1,GotSport,Soccer,,
10/03/2021,02:30 PM,5223847,U-13,WASHINGTON TWP SC GLADIATORS 2009,HADDON TWP WHITE HAWKS 2009,WASHINGTON TWP-WASH LAKE PARK,F3,GotSport,Soccer,,
10/03/2021,02:45 PM,5207946,U-15,PENNS GROVE SC DEVIL DOGS 2007,MAINLAND UNITED SA H.S. BOYS UNITED 2007,PG-CP-PED- Carney's Point Rec Center,F1,GotSport,Soccer,,
10/03/2021,03:00 PM,5208584,U-11,HADDON HEIGHTS SC 2011 STORM,MOUNT LAUREL UNITED WARRIORS 2011,HADD HGTS - DEVON,FS,GotSport,Soccer,,
10/03/2021,03:00 PM,5208662,U-8,TARKILL CHELSEA 2014,VOORHEES SA BTEAM 2014,TARKILL-STERLING HS,S1,GotSport,Soccer,,
10/03/2021,03:00 PM,5257999,U-10,MANTUA TOWNSHIP SA PANTHERS 2012,MAINLAND UNITED SA STANGS 2012,MANTUA TWP,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5208663,U-8,MANTUA TOWNSHIP SA 2014,SWSA LIGHTNING 2014,MANTUA TWP,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5208547,U-10,DEPTFORD VENOM 2012,UPPER TOWNSHIP SA FORCE WHITE 2012,DEPTFORD SC,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5226577,U-9,DELRAN FC UNITED,CHERRY HILL FC JUNIORS RED 2013,DELRAN - VERMES,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5208810,U-8,CHERRY HILL FC JUNIORS RED 2014,WASHINGTON TWP SC BLUE 2014,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
10/03/2021,03:00 PM,5222031,U-10,Logan Soccer Club  Logan Fusion 2012,FRANKLIN TWP CRUSADERS 2012,LOGAN - TWP LINE,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5208176,U-12,HADDONFIELD SC BLACK 2010,SWSA WOLVERINES 2010,HADDONFIELD - CROWS WOODS,S9,GotSport,Soccer,,
10/03/2021,03:00 PM,5208458,U-9,GATEWAY UNITED SHARKS 2013,WINSLOW SHARKS 2013,GATEWAY UTD. - WOODBURY HGTS-HELEN AVE,F1,GotSport,Soccer,,
10/03/2021,03:00 PM,5225968,U-10,EGG HARBOR SC EAGLES BLACK 2012,CHERRY HILL FC JUNIORS BLACK 2012,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5208615,U-11,HADDON TWP WHITE HAWKS 2011,HADDONFIELD SC WHITE 2011,HADDON TWP - W COLLINGSWOOD HEIGHTS,F1,GotSport,Soccer,,
10/03/2021,03:00 PM,5207689,U-11,PENNSAUKEN YOUTH WARRIORS 2011,BURLINGTON TWP SC REBELS 2011,Pennsauken Community Recreation Facility,S9,GotSport,Soccer,,
10/03/2021,03:00 PM,5208613,U-11,PENNS GROVE SC RAGE 2011,VOORHEES SA FURY 2011,PG-CP-PED- Carney's Point Rec Center,S9,GotSport,Soccer,,
10/03/2021,03:00 PM,5226211,U-8,WASHINGTON TWP SC RED 2014,MEDFORD SC FORCE 2014,WASHINGTON TWP- H.S.,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5225308,U-11,EGG HARBOR SC EAGLES WHITE 2011,UPPER TOWNSHIP SA TSUNAMIS 2011,EGG HARBOR - BARGAINTOWN,S9,GotSport,Soccer,,
10/03/2021,03:00 PM,5224070,U-13,HADDONFIELD SC BLACK 2009,TAR-KILL BLUE DEVILS 2009,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
10/03/2021,03:00 PM,5224069,U-13,FRANKLIN TWP STRIKERS 2009,COLLINGSWOOD TRAVEL UNION 2009,FRANKLIN TWP YOUTH COMPLEX,F1,GotSport,Soccer,,
10/03/2021,03:00 PM,5207850,U-9,CHERRY HILL SC THUNDER 2013,MANTUA TOWNSHIP SA WOLVES 2013,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5208891,U-11,COHANSEY SC BLUES 2011,SENECA UNITED SC WARRIORS 2011,COHANSEY,S9,GotSport,Soccer,,
10/03/2021,03:00 PM,5225468,U-11,MOORESTOWN SC CHAOS 2011,WASHINGTON TOWNSHIP SC LIGHTNING 2011,MOORESTOWN - SALEM RD/PRYOR PARK,S1,GotSport,Soccer,,
10/03/2021,03:00 PM,5208149,U-12,MOUNT LAUREL UNITED FORCE 2010,BARRINGTON SC RED BULLS 2010,MLU-TROTTERS,S9,GotSport,Soccer,,
10/03/2021,03:00 PM,5208809,U-8,MOORESTOWN SC AVENGERS 2014,HAMILTON ELITE FC PREMIER 2014 BOYS,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
10/03/2021,03:00 PM,5225467,U-11,Logan Soccer Club  Logan Blaze 2011,VOORHEES SA BLUES 2011,LOGAN - TWP LINE,S9,GotSport,Soccer,,
10/03/2021,03:00 PM,5223064,U-13,TBAA STORM 2009,MILLVILLE RAPTORS 2009,TBAA-VALLEY BROOK,F1,GotSport,Soccer,,
