Date,Time,Custom Game ID,Level,Home Team,Away Team,Site,Subsite,Partner,Sport,Game ID,BillTo
10/24/2021,12:00 PM,5225810,U-10,WASHINGTON TOWNSHIP SC PREDATORS 2012,SWEDESBORO-WOOLWICH SA SHARKS 2012,WASHINGTON TWP- H.S.,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5207815,U-12,CINNAMINSON SC PIRATES 2010,MAINLAND UNITED SA SHARKS 2010,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5207814,U-12,UPPER TOWNSHIP SA RIPTIDE 2010,VINELAND SA REBELS 2010,UPPER TWP-Amanda's Field Complex,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5208551,U-15,TAR-KILL KNIGHTS 2007,WOODSTOWN WOLVERINES 2007,TARKILL-STERLING HS,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208553,U-15,HADDONFIELD SC RED 2007,PITMAN SA WILDCATS 2007,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208775,U-12,HAMILTON ELITE FC PREMIER 2010B,HARRISON SC STORM 2010,HAMILTON ELITE FC - HICKORY,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5208774,U-12,PENNSVILLE EAGLES 2010,WASHINGTON TOWNSHIP SC REVOLUTION 2010,PENNSVILLE,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5223402,U-14,GATEWAY UNITED SC HURRICANES 2008,MONROE TOWNSHIP YS MONROE UNITED BLUE 2008,GATEWAY UTD. - LANGSTON FIELD,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208399,U-14,CLAYTON SA CLIPPERS 2008,DEPTFORD DRAGONS 2008,CLAYTON - BENTZ,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5207940,U-15,MONROE TOWNSHIP YS UNITED 2007 WHITE,PENNS GROVE SC DEVIL DOGS 2007,MONROE TWP - CORKERY LANE,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208417,U-14,PALMYRA RIVERTON SC PHOENIX 2008,CHERRY HILL SC UNITED (2008) - BOYS,PAL-RIV - LEGION FIELD,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208540,U-10,MEDFORD SC NAVY 2012,RANCOCAS VALLEY SC AVENGERS 2012,MEDFORD - BENDE PARK,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5209180,U-8,HARRISON STORM 2014,TBAA OUTLAWS 2014,HARRISON - William Wilt Soccer Complex,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5257989,U-10,EGSA FIRE 2012,CINNAMINSON SC SKULLS 2012,E GREENWICH - THOMPSON FAMILY PARK,S7.2,GotSport,Soccer,,
10/24/2021,12:00 PM,5208122,U-10,HADDONFIELD SC WHITE 2012,WATERFORD ATHLETIC ASSN WINGS 2012,HADDONFIELD - CROWS WOODS,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5208134,U-10,NORTHERN BURLINGTON SA RANGERS 2012,SENECA UNITED SC DESTROYERS 2012,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5209210,U-16,WASHINGTON TWP SC CRUSADERS 2006,BORDENTOWN FC UNITED 2006,WASHINGTON TWP-WASH LAKE PARK,F3,GotSport,Soccer,,
10/24/2021,12:00 PM,5207859,U-10,VOORHEES SA STRIKERS 2012,WASHINGTON UNITED SC 2012,VOORHEES-Echelon Complex,,GotSport,Soccer,,
10/24/2021,12:00 PM,5220591,U-12,TAR-KILL TITANS 2010,FRANKLIN TWP SA JUVENTUS 2010,TARKILL-STERLING HS,F2,GotSport,Soccer,,
10/24/2021,12:00 PM,5207692,U-11,PENNSAUKEN YOUTH WARRIORS 2011,ATLANTIC UNTIED PREMIER KICKERS 2011 B,Pennsauken Community Recreation Facility,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5207597,U-12,MANTUA TOWNSHIP SA RAPTORS 2010,FRANKLIN TWP STORM 2010,MANTUA TWP,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5209243,U-15,EDGEWATER PARK PHOENIX 2007,TBAA STING 2008,EPAA - WEIMANN FIELD,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5209242,U-15,MAPLE SHADE SC AVENGERS 2007,RANCOCAS VALLEY SC 2007 BOYS 8TH GRADE,MAPLE SHADE - TURF FIELD,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5209241,U-15,VOORHEES SA BLACK CATS 2007,WINSLOW TOWNSHIP YSA ENFORCERS 2007,VOORHEES-EASTERN HS,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5209141,U-13,PENNS GROVE SC HEAT 2009,WOODSTOWN ANGRY PIGS 2009,PG-CP-PED- Carney's Point Rec Center,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5209142,U-13,ATLANTIC UNITED PREMIER KICKERS 2009,PENNSAUKEN YOUTH STORM 2009,ATLANTIC - TARTAGLIO,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208350,U-13,CINNAMINSON SC WILDCATS 2009,EGG HARBOR SC EAGLES 2009,CINNAMINSON SC - MEMORIAL,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208252,U-11,HARRISON SC ARSENAL 2011,MAINLAND UNITED SA STANGZ 2011,HARRISON - William Wilt Soccer Complex,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5209097,U-9,WEST DEPTFORD SC NIGHTHAWKS 2013,HADDON TWP WHITE HAWKS 2013,W DEPTFORD-WD PARK,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5223070,U-13,SENECA UNITED SC EAGLES 2009,TBAA STORM 2009,SENECA - STONEY CREEK FIELDS,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5222023,U-10,PITMAN SA JAGUARS 2012,MARLTON SC CHIEFS WHITE 2012 (WEIKLE),PITMAN - Lambs Road,S1,GotSport,Soccer,,
10/24/2021,12:00 PM,5209063,U-11,HADDON TWP RED HAWKS 2011,COLLINGSWOOD TRAVEL WILD 2011,HADDON TWP - W COLLINGSWOOD HEIGHTS,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208941,U-9,MOORESTOWN SC RAPTORS 2013,HAMMONTON HEAT BLUE 2013,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5208385,U-11,RANCOCAS VALLEY SC RED DEVILS 2011,HARRISON SC THUNDER 2011,Rancocas Valley-LUMBERTON MUNICIPAL,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5208442,U-14,BURLINGTON TWP SC BLAZERS 2008,MEDFORD STRIKERS THUNDER 2008,BURLINGTON TWP - PINEWALD AVE,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208440,U-14,MOORESTOWN SC RAPIDS 2008,SWEDESBORO-WOOLWICH KINGS 2008,MOORESTOWN - MEMORIAL FIELDS,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5209041,U-11,WOODBURY ARMORY 2011,WOODSTOWN FURY 2011,WOODBURY,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5209042,U-11,HAMMONTON YOUTH HEAT 2011,PITMAN SA PUMAS 2011,HAMMONTON ECEC Fields,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5208913,U-15,NORTHERN BURLINGTON SA BLUE LEGENDS 2007,PALMYRA RIVERTON SC FLASH 2007,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208914,U-15,EGSA HORNETS 2007,UPPER TOWNSHIP SA DERECHOS 2007,E GREENWICH - THOMPSON FAMILY PARK,F2,GotSport,Soccer,,
10/24/2021,12:00 PM,5208912,U-15,WASHINGTON TOWNSHIP SC SPARTANS 2007,WINSLOW TOWNSHIP YSA PANTHERS 2007,WASHINGTON TWP-WASH LAKE PARK,F2,GotSport,Soccer,,
10/24/2021,12:00 PM,5208172,U-12,BARRINGTON SC RED BULLS 2010,SWSA WOLVERINES 2010,BARRINGTON - DERRE,S1,GotSport,Soccer,,
10/24/2021,12:00 PM,5207720,U-10,CHERRY HILL FC JUNIORS RED 2012,MARLTON CHIEFS ORANGE 2012,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
10/24/2021,12:00 PM,5208010,U-15,MOUNT LAUREL UNITED PHANTOMS 2007,TBAA MUSTANGS 2007,MLU-TROTTERS,,GotSport,Soccer,,
10/24/2021,12:00 PM,5222494,U-14,RUNNEMEDE YAA RAPTORS 2008,CINNAMINSON SC RAPTORS 2008,RUNNEMEDE YAA - volz middle school,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5226472,U-9,MOUNT LAUREL UNITED COMETS 2013,SWEDESBORO-WOOLWICH SA SWSA ROVERS 2013,MLU-TROTTERS,S7.2,GotSport,Soccer,,
10/24/2021,12:00 PM,5207564,U-11,DEPTFORD BLAZE 2011,MANTUA TOWNSHIP SA UNION 2011,DEPTFORD SC,S9,GotSport,Soccer,,
10/24/2021,12:00 PM,5208942,U-9,HADDON TWP RED HAWKS 2013,HADDONFIELD SC REBELS 2013,HADDON TWP - CRYSTAL LAKE,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5207982,U-14,DELRAN LIONS 2008,DEPTFORD CHAOS 2008,DELRAN - VERMES,F1,GotSport,Soccer,,
10/24/2021,12:00 PM,5208035,U-10,OAKLYN SC PATRIOTS 2012,SOUTH HARRISON SC GUNNERS 2012,OAKLYN - Oaklyn Public School,OAKLYN PUBLIC SCHOOL,GotSport,Soccer,,
10/24/2021,12:00 PM,5208034,U-10,SENECA UNITED SC PRIDE 2012,TARKILL 2012 BARCELONA,SENECA - STONEY CREEK FIELDS,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5226471,U-9,EGSA DYNAMO 2013,HIGHLAND YOUTH RUSH 2013,E GREENWICH - THOMPSON FAMILY PARK,S7,GotSport,Soccer,,
10/24/2021,12:00 PM,5224150,U-12,EGSA BLAZE 2010,MOORESTOWN SC GOLDEN KNIGHTS 2010,E GREENWICH - THOMPSON FAMILY PARK,F1,GotSport,Soccer,,
10/24/2021,12:30 PM,5208777,U-12,COHANSEY SC CRUSH 2010,PENNSAUKEN YOUTH CYCLONES 2010,COHANSEY,S9,GotSport,Soccer,,
10/24/2021,12:30 PM,5258729,U-9,HADDON HEIGHTS SC 2013 ATLETICO HEIGHTS,BORDENTOWN FC UNION 2013,HADD HGTS - DEVON,S1,GotSport,Soccer,,
10/24/2021,12:30 PM,5207816,U-12,BORDENTOWN FC PANTHERS 2010,TBAA DYNAMO 2010,BORDENTOWN - FRIENDSHIP FIELDS,S9,GotSport,Soccer,,
10/24/2021,12:30 PM,5225378,U-11,CAPE EXPRESS SC SURGE 2011,PITTSGROVE SC WARRIORS 2012,CAPE EX SOCCER COMPLEX At Ockie Wisting,S9,GotSport,Soccer,,
10/24/2021,12:30 PM,5223851,U-13,CHERRY HILL FC DRAGONS 2009,HADDON TWP WHITE HAWKS 2009,CHFC - DeCOU,S9- Grass 9v9/D5,GotSport,Soccer,,
10/24/2021,12:30 PM,5208539,U-10,UPPER TOWNSHIP SA FORCE WHITE 2012,EGSA WARRIORS 2012,UPPER TWP-Amanda's Field Complex,S7,GotSport,Soccer,,
10/24/2021,12:30 PM,5228152,U-9,EGG HARBOR SC EAGLES BLACK 2013,CHERRY HILL FC JUNIORS BLACK 2013,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
10/24/2021,12:30 PM,5207598,U-12,BURLINGTON TWP RUGRATS 2010,RANCOCAS VALLEY SC UNION 2010,BURLINGTON TWP - PINEWALD AVE,S9,GotSport,Soccer,,
10/24/2021,12:30 PM,5207721,U-10,BURLINGTON TWP SC DRAGONS 2012,TARKILL LIVERPOOL 2012,BURLINGTON TWP - PINEWALD AVE,S7,GotSport,Soccer,,
10/24/2021,12:30 PM,5223167,U-14,BERLIN SAVAGES 2008,SWEEDESBORO-WOOLWICH SCORPIONS 2008,BERLIN SC - FRANKLIN FIELDS,F1,GotSport,Soccer,,
10/24/2021,12:30 PM,5224857,U-12,AUDUBON SOCCER YOUTH UNITED 2010,Logan Soccer Club  Logan Fury 2010,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
10/24/2021,01:00 PM,5209211,U-16,TBAA OUTLAWS 2006,EGG HARBOR SC EAGLES 2006,TBAA-VALLEY BROOK,F1,GotSport,Soccer,,
10/24/2021,01:00 PM,5207895,U-13,MEDFORD SC LIGHTNING 2009,VOORHEES SA AMBUSH 2009,MEDFORD - BENDE PARK,F1,GotSport,Soccer,,
10/24/2021,01:00 PM,5223069,U-13,HAMMONTON YOUTH HEAT 2009,MARLTON SC CHIEFS ORANGE 2009,HAMMONTON ECEC Fields,F1,GotSport,Soccer,,
10/24/2021,01:00 PM,5349337,U-16,DEPTFORD RAPTORS 2006,MARLTON SC CHIEFS ORANGE 2006 (PERKINS),DEPTFORD SC,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5208348,U-13,MOORESTOWN SC HOTSPURS 2009,HADDON HEIGHTS SC GARNETS 2009,MOORESTOWN - MEMORIAL FIELDS,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5224077,U-13,TAR-KILL BLUE DEVILS 2009,WINSLOW TOWNSHIP YSA VIPERS 2009,TARKILL-STERLING HS,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5224076,U-13,FRANKLIN TWP STRIKERS 2009,HADDONFIELD SC BLACK 2009,FRANKLIN TWP YOUTH COMPLEX,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5224075,U-13,COLLINGSWOOD TRAVEL UNION 2009,MANTUA TOWNSHIP SA COBRAS 2009,COLLINGSWOOD - KROC CENTER,FS,GotSport,Soccer,,
10/24/2021,01:30 PM,5207942,U-15,Atlantic United Soccer Club Atlantic Untied Premier Kickers 2009,MAINLAND UNITED SA H.S. BOYS UNITED 2007,ATLANTIC - TARTAGLIO,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5208033,U-10,BARRINGTON SC REVOLUTION 2012,VOORHEES SA FORCE 2012,BARRINGTON - DERRE,S1,GotSport,Soccer,,
10/24/2021,01:30 PM,5208418,U-14,BURLINGTON TWP SC GALAXY 2008,SENECA UNITED SC COYOTES 2008,BURLINGTON TWP - PINEWALD AVE,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5208317,U-12,CINNAMINSON SC KNIGHTS 2010,FRANKLIN TWP SA WOLFPACK 2010,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5207546,U-9,MOUNT LAUREL UNITED TIGERS 2013,VOORHEES SA B 2013,MLU-TROTTERS,S7.2,GotSport,Soccer,,
10/24/2021,01:30 PM,5208688,U-8,VOORHEES SA BTEAM 2014,MANTUA TOWNSHIP SA 2014,VOORHEES-Echelon Complex,,GotSport,Soccer,,
10/24/2021,01:30 PM,5208742,U-9,COLLINGSWOOD COBRAS 2013,FRANKLIN TWP SA ENFORCERS 2013,COLLINGSWOOD - KROC CENTER,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5208587,U-11,HADDON TWP WHITE HAWKS 2011,HADDON HEIGHTS SC 2011 STORM,HADDON TWP - W COLLINGSWOOD HEIGHTS,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5224700,U-12,HAMMONTON YOUTH HEAT 2010,MARLTON SC CHIEFS WHITE 2010,HAMMONTON ECEC Fields,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5207545,U-9,MEDFORD SC COLUMBIA 2013,MARLTON SC CHIEFS BLACK 2013 (PLUM),MEDFORD - BENDE PARK,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5222930,U-14,HARRISON SC SHARKS 2008,MEDFORD SC WHITE 2008,HARRISON - William Wilt Soccer Complex,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5225318,U-11,SWEDESBORO-WOOLWICH SA BLACK MAMBAS 2011,UPPER TOWNSHIP SA TSUNAMIS 2011,SW-Locke Avenue Park,FS,GotSport,Soccer,,
10/24/2021,01:30 PM,5223443,U-14,HADDONFIELD SC BLACK 2008,GCU U14 2008,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5224699,U-12,DEPTFORD DEMONS 2010,MEDFORD SC MAD DOGS WHITE 2010,DEPTFORD SC,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5208817,U-8,CHERRY HILL FC JUNIORS RED 2014,RANCOCAS VALLEY SC 2014 BOYS NEW,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
10/24/2021,01:30 PM,5221173,U-10,MOORESTOWN SC EXPLOSION 2012,SOUTH HARRISON STRIKERS 2012,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5207896,U-13,CAPE EXPRESS SC THUNDER 2009,Logan Soccer Club  Logan Rebels 2009,CAPE EX SOCCER COMPLEX At Ockie Wisting,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5208541,U-10,HADDONFIELD SC RED 2012,DEPTFORD VENOM 2012,HADDONFIELD - CROWS WOODS,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5222496,U-14,WASHINGTON TOWNSHIP SC BULLDOGS 2008,WEST DEPTFORD VIPERS 2008,WASHINGTON TWP-WASH LAKE PARK,F3,GotSport,Soccer,,
10/24/2021,01:30 PM,5225380,U-11,TAR-KILL RAPTORS 2011,WINSLOW TOWNSHIP YSA RUSH 2011,TARKILL-STERLING HS,F2,GotSport,Soccer,,
10/24/2021,01:30 PM,5208498,U-10,MAINLAND UNITED SA MUSTANGS 2012,MONROE TOWNSHIP YS UNITED 2012,MAINLAND - MEMORIAL PARK,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5208115,U-8,NORTHERN BURLINGTON SA BLUE DEVILS,MOUNT LAUREL UNITED COBRAS 2014,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5207785,U-13,MOUNT LAUREL UNITED STRIKERS 2009,NORTHERN BURLINGTON SA BARRAGE,MLU-TROTTERS,,GotSport,Soccer,,
10/24/2021,01:30 PM,5208135,U-10,HADDON TWP WHITE HAWKS 2012,EGSA RANGERS 2012,HADDON TWP - CRYSTAL LAKE,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5209071,U-11,TBAA TITANS 2011,WEST DEPTFORD SC WOLFPACK 2011,TBAA-VALLEY BROOK,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5225472,U-11,HARRISON SC TIGERS 2011,MOORESTOWN SC CHAOS 2011,HARRISON - William Wilt Soccer Complex,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5226581,U-9,DEPTFORD SA TORNADOS 2013,DELRAN FC UNITED,DEPTFORD SC,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5225977,U-10,MANTUA TOWNSHIP SA FURY 2012,CHERRY HILL FC JUNIORS BLACK 2012,MANTUA TWP,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5228154,U-9,WASHINGTON TOWNSHIP SC DAREDEVILS 2013,EGSA RAIDERS 2013,WASHINGTON TWP- H.S.,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5207733,U-8,WEST DEPTFORD SC EAGLES 2014,HADDON TWP RED HAWKS 2014,W DEPTFORD-WD PARK,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5258728,U-9,EGSA MAYHEM 2013,HIGHLAND YOUTH FURY 2013,E GREENWICH - THOMPSON FAMILY PARK,S7.2,GotSport,Soccer,,
10/24/2021,01:30 PM,5222931,U-14,PENNSAUKEN YOUTH WOLF PACK 2008,PITMAN SA OCELOTS 2008,Pennsauken Community Recreation Facility,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5209194,U-8,EGSA TITANS 2014,EGG HARBOR SC EAGLES 2014,E GREENWICH - THOMPSON FAMILY PARK,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5208868,U-10,HAMILTON ELITE FC PREMIER 2012B,MOUNT LAUREL UNITED IMPACT 2012,HAMILTON ELITE FC - HICKORY,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5220592,U-12,VOORHEES SA THUNDER 2010,MILLVILLE SA TWISTERS 2010,VOORHEES-Echelon Complex,,GotSport,Soccer,,
10/24/2021,01:30 PM,5207659,U-8,OAKLYN SC VENOM 2014,GCU U8 2014,OAKLYN - Oaklyn Public School,OAKLYN PUBLIC SCHOOL,GotSport,Soccer,,
10/24/2021,01:30 PM,5208243,U-11,HADDON HEIGHTS SC SPURS 2011,MEDFORD SC RENEGADES 2011,HADD HGTS - DEVON,FS,GotSport,Soccer,,
10/24/2021,01:30 PM,5221171,U-10,Logan Soccer Club  Logan Force 2012,CINNAMINSON SC WARRIORS 2012,LOGAN - TWP LINE,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5208114,U-8,SWSA THUNDER 2014,CINNAMINSON SC CHARGERS 2014,SW-Locke Avenue Park,S1,GotSport,Soccer,,
10/24/2021,01:30 PM,5207742,U-8,MONROE TWP UNITED 2014,DEPTFORD PREMIER GRAY 2014,MONROE TWP - CORKERY LANE,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5209018,U-9,HARRISON SC LIGHTNING 2013,PALMYRA RIVERTON SC YOUNGBLOODS 2013,HARRISON - William Wilt Soccer Complex,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5209089,U-9,WOODBURY PINES 2013,BORDENTOWN FC VENOM 2013,WOODBURY,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5208251,U-11,VINELAND SA STRIKERS 2011,WATERFORD ATHLETIC ASSN WINGS 2011,VINELAND SA,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5223444,U-14,PENNS GROVE SC DIABLOS 2008,WEST DEPTFORD SC CHARGERS 2008,PG-CP-PED- Carney's Point Rec Center,F1,GotSport,Soccer,,
10/24/2021,01:30 PM,5207827,U-9,MAINLAND UNITED SA STANGS 2013,MEDFORD SC BLUE DEVILS 2013,MAINLAND - MEMORIAL PARK,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5208996,U-9,RANCOCAS VALLEY SC MESSI 2013,WASHINGTON TOWNSHIP SC GUNNERS 2013,Rancocas Valley-LUMBERTON MUNICIPAL,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5224701,U-12,WEST DEPTFORD SC HORNETS 2010,SOUTH HARRISON AVENGERS 2010,W DEPTFORD-WD PARK,S9,GotSport,Soccer,,
10/24/2021,01:30 PM,5208832,U-8,DELRAN FC U8B,MEDFORD SC AVENGERS 2014,DELRAN - VERMES,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5208088,U-13,EGSA THUNDER 2009,MONROE TOWNSHIP YS UNITED 2009,E GREENWICH - THOMPSON FAMILY PARK,F2,GotSport,Soccer,,
10/24/2021,01:30 PM,5223962,U-10,PITTSGROVE SC SPURS 2012,DEPTFORD THUNDER 2012,PITTSGROVE-GREEN BRANCH,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5207658,U-8,PENNSAUKEN YOUTH AVENGERS 2014,SENECA UNITED SC THUNDER 2014,Pennsauken Community Recreation Facility,S7,GotSport,Soccer,,
10/24/2021,01:30 PM,5208887,U-11,EGSA NITRO 2011,MEDFORD SC COLUMBIA 2011,E GREENWICH - THOMPSON FAMILY PARK,F1,GotSport,Soccer,,
10/24/2021,01:45 PM,5209127,U-13,MAPLE SHADE SC BLUE FLAMES 2009,CINNAMINSON SC PIRATES 2009,MAPLE SHADE - TURF FIELD,F1,GotSport,Soccer,,
10/24/2021,01:45 PM,5208552,U-15,HIGHLAND YOUTH SC SEIGE 2007,PENNSVILLE POWER 2007,HIGHLAND - GLOUCESTER TWP PARK,F1,GotSport,Soccer,,
10/24/2021,01:45 PM,5208618,U-11,CLAYTON SA CLIPPERS 2011,HADDONFIELD SC WHITE 2011,CLAYTON - BENTZ,,GotSport,Soccer,,
10/24/2021,01:45 PM,5207981,U-14,PITTSGROVE SC UNITED 2008,VINELAND SA VIKINGS 2008,PITTSGROVE-GREEN BRANCH,F1,GotSport,Soccer,,
10/24/2021,02:00 PM,5207582,U-12,MILLVILLE VENOM 2010,EGSA CHARGERS 2010,MILLVILLE SOCCER COMPLEX,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5209158,U-12,EDGEWATER PARK ATHLETIC WIZARDS 2010,CHERRY HILL SC THUNDERBOLTS 2010,EPAA - WEIMANN FIELD,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5209167,U-12,PALMYRA RIVERTON SC REVOLUTION 2010,WOODSTOWN WOLVERINES 2010,PAL RIV - CHARLES ST SCHOOL,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5208499,U-10,HIGHLAND YOUTH FORCE 2012,MOORESTOWN SC LIGHTNING 2012,HIGHLAND - GLOUCESTER TWP PARK,S7,GotSport,Soccer,,
10/24/2021,02:00 PM,5208290,U-9,COHANSEY SC REVOLUTION 2013,SENECA UNITED SC TIGERS 2013,COHANSEY,S7,GotSport,Soccer,,
10/24/2021,02:00 PM,5207617,U-12,BURLINGTON TWP SC CELTIC 2010,RANCOCAS VALLEY SC RED DEVILS 2010,BURLINGTON TWP - PINEWALD AVE,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5224858,U-12,GATEWAY UNITED JAGUARS 2010,CHERRY HILL FC JUNIORS BLACK 2010,GATEWAY UTD. - LANGSTON FIELD,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5225317,U-11,EGG HARBOR SC EAGLES WHITE 2011,HADDONFIELD SC RED 2011,EGG HARBOR - BARGAINTOWN,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5226583,U-9,CINNAMINSON SC THUNDERBIRDS 2013,HAMMONTON HEAT SILVER 2013,CINNAMINSON SC - MEMORIAL,S7,GotSport,Soccer,,
10/24/2021,02:00 PM,5226582,U-9,HADDON HEIGHTS SC 2013 YOUNG BOYS,VOORHEES SA PREDATORS 2013,HADD HGTS - DEVON,S1,GotSport,Soccer,,
10/24/2021,02:00 PM,5208645,U-16,WINSLOW TOWNSHIP YSA WOLVES 2006,GATEWAY UNITED WARRIORS 2006,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
10/24/2021,02:00 PM,5225474,U-11,WASHINGTON TOWNSHIP SC LIGHTNING 2011,VOORHEES SA BLUES 2011,WASHINGTON TWP-WASH LAKE PARK,S7,GotSport,Soccer,,
10/24/2021,02:00 PM,5208289,U-9,UPPER TOWNSHIP SA ROLLING THUNDER 2013,WEST DEPTFORD SC WIZARDS 2013,UPPER TWP-Amanda's Field Complex,S7,GotSport,Soccer,,
10/24/2021,02:00 PM,5208170,U-12,PITMAN SA COUGARS 2010,HADDONFIELD SC BLACK 2010,PITMAN - ALCYON LAKE,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5208318,U-12,HADDONFIELD SC RED 2010,CHERRY HILL SC RAGE 2010,HADDONFIELD - CROWS WOODS,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5208833,U-8,GATEWAY UNITED SC BOYS 2014,CHERRY HILL SC FORCE 2014,GATEWAY UTD. - WOODBURY HGTS-HELEN AVE,F1,GotSport,Soccer,,
10/24/2021,02:00 PM,5208186,U-11,BERLIN SC BALL BREAKERS 2011,CINNAMINSON SC STORM 2011,BERLIN SC - FRANKLIN FIELDS,S9,GotSport,Soccer,,
10/24/2021,02:00 PM,5208968,U-9,AUDUBON SOCCER YOUTH WILD WINGS 2013,PITTSGROVE DRAGONS 2013,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
